customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,Current_loan_status
25,24000,3,2.0,0,1,5000,12.61,5,1,3,1
23,24000,3,5.0,4,0,5000,10.75,3,1,3,1
23,24000,3,4.0,0,0,5000,10.62,3,1,4,1
23,24000,3,1.0,5,0,5000,11.48,3,1,4,1
22,24000,3,2.0,4,0,5000,8.94,2,1,3,1
22,24044,3,2.0,4,0,5000,8.9,2,1,3,1
24,60204,0,8.0,4,0,10000,7.49,4,1,4,1
21,24996,3,0.0,0,2,5000,11.011821205538963,1,0,3,0
21,24996,3,2.0,1,3,5000,16.45,1,0,4,0
22,24996,3,3.0,3,2,5000,11.011821205538963,2,2,3,0
21,24996,3,1.0,0,1,5000,11.011821205538963,1,2,3,1
26,25000,3,2.0,3,0,5000,12.69,6,1,3,1
22,60400,0,0.0,1,0,24000,6.54,7,1,3,1
24,60400,2,5.0,5,0,5500,8.0,4,1,2,1
24,54417,0,1.0,3,1,9525,11.66,4,2,3,0
23,25000,3,1.0,1,0,5000,10.99,3,1,4,1
24,25000,3,5.0,5,0,5000,11.011821205538963,4,1,4,1
25,60500,2,6.0,4,0,17000,12.42,7,1,2,1
23,60500,0,4.0,1,1,5000,14.27,3,2,3,1
23,25000,3,0.0,0,0,5000,6.91,3,1,3,1
24,54500,0,7.0,3,2,8000,17.49,4,0,4,0
24,25000,3,3.0,5,0,5000,7.14,4,1,2,1
22,60500,0,6.0,1,0,12000,8.94,7,1,3,1
23,25000,3,8.0,1,0,5000,10.62,3,1,3,1
24,60500,0,8.0,1,0,6000,7.68,4,1,4,1
24,25000,3,2.0,0,0,5000,8.94,4,0,2,0
22,60612,0,2.0,3,1,18000,13.72,7,2,3,1
22,60612,0,6.0,4,0,5300,11.011821205538963,2,1,4,1
21,25000,3,0.0,0,2,5000,12.86,1,2,2,0
25,60626,0,4.0,0,0,2500,6.92,5,1,3,1
22,60635,0,5.0,1,1,6800,13.49,2,2,2,1
23,60785,0,7.0,0,1,10625,13.99,7,1,2,1
22,26000,3,6.0,4,0,5000,11.99,2,1,2,1
26,60996,0,2.0,4,0,12000,12.21,7,1,4,1
24,26400,3,5.0,3,0,5000,7.9,4,1,4,1
21,26400,3,2.0,1,1,5000,13.49,1,2,2,1
25,61000,2,2.0,1,1,15000,14.65,7,2,3,1
23,26400,3,3.0,1,2,5000,15.99,3,1,3,1
22,61000,0,6.0,3,1,12000,13.49,7,1,2,1
21,27000,3,5.0,5,0,5000,5.42,1,1,3,1
25,55000,0,4.0,3,2,9000,16.77,5,2,2,0
23,61000,2,1.0,4,0,12000,11.71,7,1,2,1
23,27000,3,2.0,3,3,5000,16.77,3,2,2,0
22,61000,0,6.0,1,0,2100,6.62,2,1,3,1
24,55000,0,8.0,1,0,6000,11.99,4,0,2,0
21,61000,0,6.0,4,1,6000,11.011821205538963,1,1,3,1
22,27000,3,0.0,5,2,5000,11.011821205538963,2,2,2,0
22,27000,3,6.0,0,0,5000,9.32,2,1,2,1
22,27000,3,1.0,5,0,5000,10.08,2,1,2,1
25,27096,3,7.0,0,0,5000,7.9,5,0,2,0
21,27200,3,0.0,3,1,5000,11.011821205538963,1,1,3,1
22,61000,0,1.0,0,0,8000,11.49,2,1,2,1
23,61000,0,2.0,5,3,18400,19.29,7,1,2,1
26,61000,0,10.0,4,0,12000,10.99,7,1,3,1
22,61000,0,6.0,1,0,12000,7.49,7,1,2,1
26,61000,0,4.0,4,0,8000,7.49,6,1,2,1
22,27264,3,4.0,1,1,5000,13.11,2,2,3,1
24,61000,0,7.0,4,2,3000,15.62,4,1,3,1
22,27360,3,5.0,1,0,5000,7.51,2,1,2,1
24,27500,3,0.0,4,3,5000,15.07,4,2,4,0
26,61000,0,10.0,4,0,4200,7.29,6,1,4,1
22,61000,0,6.0,0,0,12000,7.29,7,1,3,1
22,62000,3,6.0,4,0,8000,5.42,2,1,3,1
24,61000,0,4.0,4,2,10000,15.65,4,1,3,1
25,61000,0,4.0,1,0,7000,5.79,5,1,4,1
22,61000,0,1.0,3,0,8000,5.79,2,1,4,1
26,62000,3,7.0,4,1,8000,12.99,6,1,4,1
26,61000,0,8.0,3,0,21000,11.011821205538963,7,1,2,1
26,55000,0,4.0,0,0,10000,7.51,6,0,3,0
22,61000,0,2.0,3,0,18200,7.51,7,1,4,1
22,62000,3,2.0,1,1,8000,12.68,2,2,4,1
23,55000,0,6.0,0,2,10000,15.33,3,0,2,0
25,61000,0,9.0,2,0,15000,9.88,7,1,2,1
26,61000,0,3.0,4,0,7500,10.25,6,1,4,1
24,62000,3,3.0,5,0,8000,11.14,4,1,4,1
22,61000,0,1.0,0,1,21000,14.26,7,2,4,1
24,56400,3,4.0,3,2,8000,14.96,4,2,2,0
26,61000,0,5.0,5,0,19200,11.48,7,1,3,1
26,63000,3,2.0,5,0,8000,12.53,6,1,2,1
25,63900,3,1.0,5,0,8000,6.03,5,1,2,1
24,64000,3,8.0,2,0,8000,7.9,4,1,2,1
24,61080,0,8.0,5,0,25000,10.59,7,1,3,1
23,64000,3,5.0,5,0,8000,10.0,3,1,2,1
24,61147,0,5.0,3,0,17000,6.03,7,1,4,1
23,65000,3,2.0,1,0,8000,6.62,3,1,4,1
24,61193,0,5.0,1,0,6400,8.59,4,1,3,1
24,65000,3,3.0,1,0,8000,12.69,4,1,3,1
22,65000,3,0.0,5,0,8000,10.59,2,1,2,1
26,65000,3,4.0,4,0,8000,6.92,6,1,4,1
23,61200,0,2.0,5,0,9000,11.011821205538963,3,1,2,1
24,65000,3,5.0,4,0,8000,9.63,4,1,3,1
25,61200,0,1.0,4,0,5650,7.66,5,1,4,1
25,61200,0,10.0,3,0,5200,5.42,5,1,4,1
22,65000,3,7.0,1,0,8000,6.54,2,1,4,1
23,61200,0,2.0,0,0,10000,7.88,3,1,3,1
23,55200,0,1.0,4,3,15250,15.68,7,0,2,0
24,55200,0,0.0,3,2,6000,14.42,4,2,2,0
26,61200,2,4.0,2,1,1500,12.84,6,2,2,1
24,61200,0,5.0,1,0,5100,10.51,4,1,2,1
22,55200,0,6.0,2,0,7200,11.011821205538963,2,0,4,0
24,55200,0,8.0,1,1,9600,10.78,4,0,4,0
23,65000,3,2.0,0,1,8000,14.72,3,2,2,1
23,65000,3,6.0,4,0,8000,9.32,3,1,3,1
24,61289,0,8.0,4,0,2000,11.49,4,1,4,1
23,61300,2,1.0,1,2,9000,16.49,3,2,3,1
22,61300,0,4.0,5,0,13000,9.63,7,1,3,1
23,61360,2,3.0,3,0,6125,8.59,3,1,4,1
23,55365,0,4.0,4,4,25000,19.04,7,0,4,0
24,65004,3,4.0,4,0,8000,8.49,4,1,2,1
21,55400,0,5.0,2,1,5000,14.27,1,0,4,0
23,55400,0,1.0,3,2,5500,14.61,3,0,2,0
22,61402,0,7.0,1,0,10800,9.99,7,1,2,1
23,61440,2,6.0,4,0,2500,11.011821205538963,3,1,3,1
21,65500,3,6.0,1,1,8000,12.84,1,2,2,1
23,61498,0,5.0,4,0,5000,11.36,3,1,2,1
22,61500,0,5.0,5,0,30000,6.62,7,1,3,1
26,67000,3,9.0,5,0,8000,7.14,6,1,2,1
24,61500,0,8.0,5,0,3200,11.49,4,1,2,1
22,61547,2,1.0,1,2,24250,14.96,7,2,3,1
23,61615,0,4.0,4,0,13000,10.62,7,1,4,1
24,61650,0,4.0,2,0,6500,6.03,4,1,4,1
25,70000,3,4.0,4,1,8000,15.96,5,2,3,1
24,61717,2,8.0,4,0,3200,7.68,4,1,4,1
24,61781,0,6.0,1,0,17800,10.25,7,1,3,1
24,70000,3,8.0,0,0,8000,11.71,4,1,3,1
24,61800,0,0.0,3,0,1500,6.54,4,1,2,1
25,61800,2,1.0,5,0,4000,7.75,5,1,4,1
26,70000,3,10.0,2,0,8000,7.9,6,1,4,1
26,70000,3,8.0,1,1,8000,15.96,6,2,3,1
22,70000,3,6.0,1,0,8000,6.99,2,1,2,1
23,70000,3,5.0,3,0,8000,11.99,3,1,4,1
25,64000,3,7.0,0,2,8000,15.28,5,2,4,0
23,70000,3,4.0,1,2,8000,16.02,3,1,2,1
26,62000,0,0.0,4,0,12000,7.9,7,1,2,1
22,70000,3,0.0,1,0,8000,7.66,2,1,4,1
23,62000,0,3.0,5,0,4000,8.9,3,1,2,1
22,64000,3,0.0,4,2,8000,14.84,2,0,2,0
24,70000,3,2.0,1,1,8000,14.72,4,2,3,1
25,70000,3,3.0,4,1,8000,14.26,5,1,4,1
26,62000,0,1.0,0,0,8400,6.62,6,1,4,1
26,71000,3,10.0,2,1,8000,13.49,6,2,4,1
24,62000,0,7.0,4,0,6200,11.011821205538963,4,1,3,1
23,62000,0,6.0,1,0,1800,11.71,3,1,3,1
22,62000,0,2.0,0,1,13000,15.27,7,2,2,1
25,72000,3,2.0,0,0,8000,7.9,5,1,4,1
22,72000,3,2.0,1,0,8000,7.9,2,1,4,1
22,62000,0,6.0,1,0,15075,6.03,7,1,2,1
22,66000,3,6.0,2,1,8000,14.65,2,2,4,0
24,62000,0,8.0,4,0,5875,6.03,4,1,2,1
22,72000,3,0.0,3,0,8000,7.9,2,1,4,1
21,62000,0,2.0,0,0,6000,7.51,1,1,2,1
22,62000,0,3.0,1,0,2000,6.03,2,1,3,1
23,62000,0,1.0,3,0,10000,7.9,3,1,3,1
22,62000,0,6.0,4,0,5000,6.03,2,1,4,1
24,62000,0,8.0,1,1,10000,13.99,4,2,4,1
25,62000,0,7.0,5,0,12000,5.42,7,1,2,1
24,72000,3,5.0,2,0,8000,10.0,4,1,3,1
25,62000,0,9.0,5,0,8500,10.99,5,1,2,1
23,62000,2,2.0,5,0,5575,11.011821205538963,3,1,3,1
24,74000,3,7.0,1,2,8000,15.62,4,2,2,1
26,74000,3,2.0,1,1,8000,13.92,6,1,3,1
23,62000,0,2.0,5,0,5000,5.42,3,1,3,1
23,75000,3,2.0,3,0,8000,7.9,3,1,4,1
24,62000,0,8.0,0,0,10000,7.49,4,1,3,1
22,75000,3,0.0,0,0,8000,5.99,2,1,3,1
23,75000,3,5.0,0,0,8000,10.74,3,1,3,1
25,62000,0,9.0,2,1,3000,12.99,5,1,2,1
23,62000,0,3.0,3,0,9000,11.011821205538963,3,1,4,1
23,75000,3,5.0,4,1,8000,13.79,3,1,3,1
24,75000,3,5.0,5,2,8000,15.37,4,2,3,1
22,62000,0,2.0,1,0,10000,5.99,2,1,4,1
25,69000,3,1.0,2,2,8000,13.99,5,2,2,0
23,75638,3,2.0,4,0,8000,5.99,3,1,4,1
26,76000,3,6.0,4,1,8000,13.11,6,1,3,1
25,76460,3,1.0,3,0,8000,6.03,5,1,3,1
24,77000,3,2.0,0,0,8000,7.51,4,1,3,1
22,62000,0,5.0,1,0,9000,10.0,2,1,2,1
22,78000,3,3.0,3,1,8000,13.79,2,2,4,1
26,62000,0,10.0,5,1,10000,13.43,6,2,2,1
23,56000,0,7.0,5,2,8000,14.54,3,2,2,0
24,79000,3,0.0,3,0,8000,11.49,4,1,2,1
23,80000,3,5.0,1,0,8000,7.9,3,1,3,1
24,62000,0,6.0,2,0,10000,10.74,4,1,2,1
24,62000,0,8.0,1,0,7750,10.0,4,1,2,1
22,80000,3,3.0,5,3,8000,18.39,2,2,3,1
26,80000,3,0.0,2,0,8000,5.99,6,1,2,1
24,62000,0,1.0,3,0,20000,11.011821205538963,7,1,4,1
25,74000,3,9.0,2,0,8000,7.29,5,0,3,0
23,62000,0,0.0,5,2,18000,14.46,7,2,3,1
23,62000,0,2.0,4,0,10000,11.011821205538963,3,1,2,1
22,62000,0,6.0,1,0,1500,6.91,2,1,2,1
26,80000,3,0.0,3,1,8000,12.73,6,2,3,1
22,62000,0,6.0,1,0,17000,6.91,7,1,3,1
24,81600,3,5.0,5,1,8000,12.84,4,2,2,1
26,82000,3,5.0,5,0,8000,10.99,6,1,3,1
26,62000,0,5.0,3,0,10000,7.88,6,1,2,1
26,76000,3,6.0,2,1,8000,13.48,6,2,4,0
25,56000,0,7.0,2,0,2000,11.49,5,0,3,0
26,62000,0,4.0,3,0,20000,10.38,7,1,4,1
25,62000,0,9.0,1,0,2100,11.86,5,1,2,1
24,56000,0,1.0,5,1,10000,14.35,4,0,4,0
22,66300,3,4.0,3,3,8000,18.39,2,0,4,0
22,84996,3,2.0,4,1,8000,13.92,2,2,3,1
25,62000,0,6.0,0,0,6000,7.88,5,1,4,1
24,85000,3,0.0,2,1,8000,13.06,4,2,2,1
25,62000,0,5.0,0,0,10000,7.88,5,1,3,1
23,62000,0,7.0,5,0,11200,7.88,7,1,4,1
21,56000,0,5.0,1,0,18000,10.25,7,0,2,0
22,86004,3,6.0,1,1,8000,13.92,2,2,2,1
26,86502,3,7.0,4,0,8000,10.36,6,1,3,1
22,62000,0,6.0,5,0,5000,8.59,2,1,4,1
25,87000,3,3.0,3,0,8000,10.37,5,1,2,1
25,62000,2,7.0,5,1,3500,13.57,5,1,4,1
23,62000,0,4.0,3,0,10000,12.18,3,1,2,1
22,62000,0,2.0,1,1,6000,13.92,2,1,4,1
23,62000,0,2.0,5,1,5000,13.57,3,2,3,1
23,76500,3,0.0,0,1,8000,14.26,3,0,4,0
26,62000,0,2.0,4,0,12000,11.011821205538963,7,1,4,1
26,90000,3,3.0,1,1,8000,14.27,6,1,3,1
24,62000,0,8.0,5,3,20000,16.7,7,1,2,1
22,90000,3,0.0,1,0,8000,7.49,2,1,3,1
23,62000,0,1.0,4,0,6500,10.95,3,1,3,1
22,62000,2,1.0,5,0,10000,11.58,2,1,2,1
23,90000,3,5.0,3,0,8000,6.92,3,1,3,1
23,90000,3,0.0,0,1,8000,13.35,3,2,3,1
22,90000,3,5.0,4,2,8000,11.011821205538963,2,1,3,1
22,56000,0,5.0,3,3,15000,16.0,7,2,4,0
22,91000,3,6.0,4,0,8000,6.92,2,1,4,1
22,91000,3,2.0,4,0,8000,11.86,2,1,3,1
23,92004,3,2.0,0,0,8000,11.49,3,1,4,1
22,62000,0,2.0,1,2,7500,13.87,2,1,3,1
23,62000,0,7.0,0,0,6400,10.08,3,1,2,1
24,62000,0,2.0,2,0,8000,10.08,4,1,3,1
23,62000,0,4.0,5,0,9600,9.2,3,1,2,1
25,95000,3,4.0,4,1,8000,15.23,5,1,4,1
25,95000,3,8.0,4,0,8000,10.99,5,1,3,1
25,95000,3,3.0,2,1,8000,13.8,5,1,3,1
25,95000,3,0.0,0,0,8000,10.36,5,1,3,1
22,62000,0,5.0,3,0,3000,8.7,2,1,3,1
22,95004,3,0.0,1,1,8000,12.61,2,2,4,1
26,84000,3,0.0,2,1,8000,12.61,6,0,4,0
25,56004,0,5.0,0,0,8000,11.71,5,0,3,0
25,84000,3,1.0,5,3,8000,16.45,5,0,2,0
26,96500,3,10.0,0,1,8000,13.61,6,2,3,1
24,56004,0,5.0,0,0,6000,10.0,4,0,3,0
24,97000,3,3.0,1,2,8000,15.31,4,1,3,1
26,62004,0,3.0,3,0,4000,9.99,6,1,2,1
26,99996,3,7.0,4,2,8000,16.32,6,2,3,1
21,99996,3,5.0,5,0,8000,7.14,1,1,4,1
23,56004,0,7.0,4,0,15000,11.26,7,0,2,0
23,62004,0,1.0,0,0,9600,10.95,3,1,3,1
26,100000,3,6.0,3,0,8000,6.54,6,1,3,1
25,62004,0,10.0,2,1,15000,13.47,7,1,4,1
22,62004,0,6.0,1,0,3600,7.37,2,1,2,1
23,62004,0,7.0,3,0,10000,9.07,3,1,4,1
23,89000,3,8.0,0,2,8000,14.74,3,0,3,0
26,62100,0,2.0,1,0,9600,11.71,6,1,4,1
24,105000,3,8.0,0,0,8000,7.51,4,1,3,1
26,62100,0,8.0,4,1,1600,12.61,6,1,4,1
24,62100,0,8.0,1,1,6000,12.53,4,1,2,1
26,81600,3,10.0,3,2,8000,16.29,6,2,3,0
24,108000,3,8.0,0,0,8000,9.88,4,1,4,1
26,62200,0,0.0,4,3,18000,16.63,7,1,3,1
24,110000,3,4.0,4,0,8000,5.99,4,1,3,1
25,115000,3,2.0,5,0,8000,11.71,5,1,4,1
22,56208,0,6.0,0,2,12000,16.29,7,2,2,0
24,116664,3,8.0,5,2,8000,16.49,4,1,3,1
22,108000,3,1.0,4,2,8000,16.29,2,2,2,0
25,108000,3,5.0,0,3,8000,16.77,5,0,3,0
25,120000,3,1.0,1,0,8000,11.011821205538963,5,1,3,1
21,62316,0,5.0,3,0,10000,7.66,1,1,4,1
23,62352,2,7.0,1,0,29800,10.65,7,1,3,1
26,62361,0,6.0,4,0,21650,12.69,7,1,4,1
23,120000,3,4.0,1,2,8000,14.61,3,2,4,1
25,123000,3,1.0,3,0,8000,12.53,5,1,3,1
26,125000,3,0.0,3,0,8000,9.63,6,1,3,1
23,126000,3,0.0,4,1,8000,13.23,3,1,3,1
23,62400,0,4.0,5,0,7200,8.9,3,1,4,1
24,62400,0,8.0,4,0,4000,8.9,4,1,4,1
23,130000,3,3.0,3,0,8000,11.99,3,1,3,1
26,62400,0,10.0,0,0,11000,11.011821205538963,7,1,3,1
25,135000,3,9.0,5,0,8000,11.011821205538963,5,1,3,1
23,62400,0,7.0,3,1,7000,13.06,3,1,4,1
22,56400,0,6.0,1,2,8400,14.91,2,0,2,0
22,56400,0,6.0,4,3,25000,16.4,7,0,3,0
24,131400,3,8.0,0,2,8000,15.99,4,0,2,0
24,62400,0,3.0,1,0,9500,6.54,4,1,2,1
22,62400,0,6.0,1,2,2400,14.46,2,2,2,1
22,62400,0,2.0,5,1,12600,13.85,7,2,2,1
25,62400,0,9.0,1,2,12500,14.96,7,1,3,1
25,62400,0,4.0,2,0,2000,10.99,5,1,4,1
26,183700,3,2.0,4,2,8000,15.62,6,2,4,0
22,30000,3,1.0,1,0,8050,12.69,2,0,2,0
22,48000,3,6.0,1,0,8050,10.0,2,1,2,1
21,50000,3,5.0,0,0,8075,6.17,1,1,2,1
22,54000,3,4.0,4,1,8075,13.06,2,1,3,1
23,78000,3,7.0,0,0,8100,7.29,3,1,2,1
24,85000,3,6.0,2,0,8100,11.011821205538963,4,1,2,1
21,25000,3,0.0,1,0,8125,7.9,1,0,3,0
25,62496,0,1.0,2,0,8000,7.51,5,1,2,1
23,30000,3,4.0,1,1,8125,12.68,3,1,3,1
21,62496,0,1.0,1,1,5000,12.53,1,2,3,1
21,62500,0,6.0,1,0,13200,7.9,7,1,3,1
23,62500,0,4.0,0,0,23525,7.9,7,1,3,1
26,56000,3,6.0,2,1,8150,12.87,6,1,4,1
24,60500,3,1.0,0,2,8150,17.27,4,2,3,0
26,62500,0,9.0,3,0,8000,11.49,6,1,2,1
22,62500,0,6.0,4,0,10000,5.99,2,1,3,1
25,34000,3,4.0,5,0,8200,12.21,5,1,4,1
24,62500,0,2.0,5,0,6000,5.79,4,1,2,1
26,40000,3,0.0,5,0,8200,6.62,6,1,4,1
24,40944,3,0.0,3,0,8200,11.36,4,1,2,1
23,55000,3,7.0,4,1,8200,13.11,3,2,3,1
24,62500,0,8.0,0,0,16000,10.38,7,1,3,1
22,150000,3,2.0,1,0,8200,6.99,2,1,3,1
21,25200,3,1.0,1,0,8250,7.49,1,0,4,0
23,30000,3,5.0,3,0,8250,7.51,3,1,4,1
23,62500,0,1.0,3,1,9600,13.22,3,2,3,1
24,62500,2,8.0,4,1,6500,13.22,4,2,2,1
25,62500,0,5.0,0,1,15000,6.0,7,1,3,1
23,62500,0,7.0,5,0,4000,7.43,3,1,3,1
21,33000,3,4.0,4,0,8250,11.011821205538963,1,1,2,1
23,62510,0,5.0,1,0,12000,10.74,7,1,4,1
25,70000,3,6.0,1,1,8250,13.61,5,2,4,0
24,62677,0,2.0,3,0,6000,10.2,4,1,2,1
26,62690,0,7.0,3,0,4400,11.011821205538963,6,1,4,1
23,26000,3,4.0,1,0,8300,9.99,3,0,4,0
25,30000,3,0.0,2,0,8300,8.9,5,0,3,0
22,45020,3,6.0,1,0,8300,10.99,2,1,4,1
21,50000,3,5.0,0,0,8300,8.9,1,1,4,1
24,83000,3,4.0,2,0,8300,7.88,4,1,2,1
22,62892,0,4.0,0,1,9600,11.03,2,1,4,1
21,62916,0,5.0,1,0,15000,11.49,7,1,4,1
22,56920,0,6.0,5,2,10000,14.59,2,2,2,0
24,56972,2,6.0,0,3,15000,16.4,7,0,4,0
25,63000,0,9.0,4,0,14000,12.42,7,1,2,1
26,31200,3,4.0,4,1,8325,13.49,6,1,3,1
26,77100,3,6.0,0,0,8350,6.99,6,1,3,1
21,30000,3,5.0,1,0,8400,6.03,1,1,3,1
23,63000,0,7.0,1,0,20000,7.9,7,1,2,1
24,63000,0,0.0,5,0,6000,9.91,4,1,4,1
24,31200,3,2.0,5,1,8400,13.23,4,1,3,1
21,32000,3,2.0,0,2,8400,16.77,1,2,4,0
25,63000,0,9.0,3,0,20000,8.49,7,1,4,1
22,32000,3,3.0,1,0,8400,11.49,2,1,4,1
24,63000,0,5.0,5,0,20000,11.49,7,1,3,1
23,63000,0,2.0,4,0,10000,10.59,3,1,2,1
25,63000,0,6.0,5,4,11000,11.011821205538963,7,2,3,1
23,63000,0,8.0,1,0,7300,7.49,3,1,2,1
21,63000,0,2.0,4,0,10000,10.59,1,1,2,1
25,34000,3,8.0,4,2,8400,11.011821205538963,5,1,4,1
25,63000,0,2.0,2,0,20000,9.99,7,1,2,1
24,35000,3,3.0,5,1,8400,12.87,4,2,4,1
23,63000,0,7.0,3,0,9700,5.99,3,1,4,1
21,63000,0,5.0,0,0,11200,10.99,7,1,4,1
26,35960,3,10.0,3,0,8400,11.49,6,1,3,1
25,36000,3,9.0,4,3,8400,18.64,5,2,4,1
22,63000,0,6.0,3,0,10800,5.99,7,1,2,1
23,30000,3,1.0,1,0,8400,11.011821205538963,3,0,3,0
24,36100,3,3.0,1,0,8400,11.26,4,1,4,1
23,63000,0,7.0,4,0,6800,7.66,3,1,4,1
22,41000,3,0.0,1,0,8400,8.94,2,1,2,1
22,63000,0,6.0,5,0,8400,7.29,2,1,4,1
22,63000,2,6.0,1,2,9000,11.011821205538963,2,1,4,1
22,63000,0,6.0,3,0,15000,11.011821205538963,7,1,3,1
22,63000,0,2.0,3,0,12000,7.66,7,1,3,1
26,63000,0,10.0,3,0,10000,6.91,6,1,2,1
26,35500,3,10.0,0,2,8400,17.27,6,0,4,0
22,63000,0,6.0,1,0,4500,5.42,2,1,2,1
22,42000,3,3.0,3,1,8400,14.35,2,1,4,1
26,63000,0,10.0,2,0,10000,9.25,6,1,3,1
22,63000,0,6.0,1,0,3700,5.42,2,1,4,1
25,63000,0,9.0,1,0,25000,11.49,7,1,2,1
24,63000,0,8.0,5,0,6300,11.49,4,1,4,1
24,45000,3,1.0,1,0,8400,7.9,4,1,3,1
23,39000,3,5.0,4,1,8400,13.79,3,0,2,0
21,63000,0,5.0,5,3,4800,11.011821205538963,1,2,4,1
26,47000,3,2.0,5,0,8400,11.83,6,1,4,1
22,63000,0,2.0,3,1,8400,12.73,2,2,4,1
26,48000,3,4.0,0,0,8400,11.12,6,1,2,1
26,50000,3,2.0,2,1,8400,14.72,6,2,3,1
22,63000,0,6.0,4,0,8950,10.99,2,1,4,1
25,50000,3,6.0,3,1,8400,13.22,5,1,3,1
26,44000,3,0.0,3,3,8400,14.5,6,2,3,0
26,51300,3,9.0,0,0,8400,11.99,6,1,3,1
22,51420,3,6.0,4,1,8400,11.97,2,2,3,1
26,51996,3,8.0,3,1,8400,13.99,6,2,2,1
24,63000,2,0.0,2,0,17600,8.94,7,1,4,1
23,52000,3,2.0,1,0,8400,6.17,3,1,3,1
23,46500,3,0.0,3,2,8400,16.89,3,2,3,0
22,63000,0,3.0,4,0,10000,8.94,2,1,4,1
22,63000,0,2.0,0,0,4000,11.011821205538963,2,1,2,1
24,63000,0,8.0,4,4,20000,19.13,7,2,3,1
26,49000,3,2.0,5,2,8400,18.25,6,2,4,0
25,63000,0,5.0,0,0,11600,11.011821205538963,7,1,4,1
25,63000,0,9.0,0,0,7775,11.011821205538963,5,1,3,1
25,55000,3,0.0,1,1,8400,13.72,5,1,3,1
22,55000,3,2.0,5,0,8400,7.88,2,1,2,1
25,63000,0,3.0,1,1,3000,13.47,5,1,2,1
26,55000,3,10.0,3,0,8400,8.94,6,1,3,1
26,63000,0,10.0,3,0,3500,7.68,6,1,4,1
23,56000,3,3.0,0,0,8400,10.99,3,1,2,1
24,63000,0,8.0,4,1,11400,13.79,7,1,4,1
22,63000,0,2.0,1,0,14100,8.0,7,1,2,1
24,63000,0,0.0,3,1,15000,13.47,7,1,4,1
25,60000,3,9.0,3,1,8400,13.99,5,2,3,1
23,60000,3,0.0,5,0,8400,7.49,3,1,3,1
26,63000,0,6.0,2,0,24000,11.46,7,1,4,1
25,60000,3,1.0,5,0,8400,7.29,5,1,2,1
24,57000,0,9.0,3,1,6500,13.04,4,2,4,0
24,63000,0,8.0,0,0,7000,11.011821205538963,4,1,3,1
25,63000,0,0.0,1,2,25000,13.87,7,1,2,1
24,60000,3,7.0,4,0,8400,6.17,4,1,3,1
26,63000,0,3.0,2,1,3800,12.04,6,2,4,1
26,63096,0,1.0,2,0,4200,5.99,6,1,3,1
22,62000,3,0.0,3,1,8400,13.47,2,2,2,1
22,63132,0,0.0,0,0,10000,6.03,2,1,3,1
23,63150,0,7.0,3,0,12000,9.91,7,1,2,1
22,62004,3,5.0,1,2,8400,15.62,2,2,4,1
26,63180,2,4.0,2,1,5825,13.43,6,2,2,1
23,63189,0,7.0,5,0,8000,10.74,3,1,2,1
25,63200,0,3.0,5,0,27250,8.9,7,1,4,1
23,63200,1,0.0,0,0,4800,12.53,3,1,4,1
26,65004,3,3.0,5,0,8400,7.51,6,1,3,1
24,66000,3,0.0,2,0,8400,11.011821205538963,4,1,2,1
23,61000,3,2.0,4,2,8400,14.84,3,0,2,0
24,68000,3,2.0,5,0,8400,7.88,4,1,3,1
26,68926,3,4.0,4,2,8400,17.27,6,1,2,1
25,63300,0,0.0,1,1,17600,12.53,7,2,4,1
22,63400,0,6.0,4,0,10500,9.99,7,1,2,1
26,63400,2,0.0,5,0,20000,9.62,7,1,3,1
22,73500,3,2.0,3,0,8400,6.54,2,1,4,1
24,75000,3,1.0,1,0,8400,12.69,4,1,4,1
25,78600,3,0.0,0,1,8400,13.48,5,2,3,1
26,90000,3,8.0,4,1,8400,11.011821205538963,6,1,2,1
24,100000,3,8.0,3,1,8400,13.06,4,1,4,1
22,63500,0,5.0,1,0,7200,11.011821205538963,2,1,3,1
22,63500,0,3.0,1,1,7000,11.011821205538963,2,1,2,1
23,130000,3,0.0,3,0,8400,11.011821205538963,3,1,4,1
23,100300,3,3.0,3,2,8400,14.84,3,0,2,0
26,140000,3,5.0,5,0,8400,12.53,6,1,2,1
26,18000,3,2.0,0,1,8500,14.27,6,0,3,0
23,18000,3,2.0,2,1,8500,11.011821205538963,3,2,3,0
25,18000,3,3.0,5,1,8500,10.28,5,0,2,0
26,19200,3,0.0,0,0,8500,9.99,6,0,2,0
23,63600,0,7.0,5,0,2475,5.79,3,1,3,1
22,63600,2,1.0,5,0,4000,6.76,2,1,2,1
24,57655,0,7.0,3,2,9925,15.58,4,0,2,0
25,63720,0,8.0,2,0,12500,7.51,7,1,3,1
22,63800,0,7.0,0,0,25000,11.36,7,1,4,1
22,42000,3,3.0,3,0,8550,11.99,2,1,2,1
26,36000,3,5.0,3,0,8550,10.25,6,0,2,0
23,66000,3,3.0,1,0,8550,7.88,3,1,4,1
26,63834,0,5.0,3,0,17000,11.12,7,1,3,1
25,32000,3,2.0,0,2,8575,15.62,5,2,2,0
22,63996,0,6.0,0,0,4000,5.42,2,1,4,1
24,63996,0,5.0,5,0,6000,10.75,4,1,3,1
22,63996,0,4.0,1,0,3250,7.88,2,1,4,1
